Year,Chamber,Quadrat,In_Out,CO2,Nitrogen,Treatment,Total_Height,Green_Height,Width
2007,5,4,1,1,1,4,135,129,3.8
2007,5,4,1,1,1,4,135,106,4
2007,5,4,1,1,1,4,138,111,4.4
2007,5,4,1,1,1,4,126,114,3.9
2007,5,4,1,1,1,4,126,124,5.4
2007,5,4,1,1,1,4,133,130,4.4
2007,5,4,1,1,1,4,132,129,4.3
2007,5,4,1,1,1,4,137,132,4.7
2007,5,4,1,1,1,4,147,145,4.7
2007,5,4,1,1,1,4,107,103,3.6
2007,5,4,1,1,1,4,121,117,3.4
2007,5,4,1,1,1,4,128,125,3.9
2007,5,4,1,1,1,4,122,119,3.8
2007,5,4,1,1,1,4,121,95,4.1
2007,5,4,1,1,1,4,125,50,4.6
2007,5,4,1,1,1,4,72,72,3.6
2007,5,4,1,1,1,4,77,72,4.5
2007,5,4,1,1,1,4,131,127,4.2
2007,5,4,1,1,1,4,120,106,4.6
2007,5,4,1,1,1,4,121,112,4.1
2007,5,4,1,1,1,4,102,95,3.3
2007,5,4,1,1,1,4,146,143,3.9
2007,5,4,1,1,1,4,114,111,3.2
2007,5,4,1,1,1,4,147,145,4.2
2007,5,4,1,1,1,4,129,125,4.1
2007,5,4,1,1,1,4,139,135,4.6
2007,5,4,1,1,1,4,150,147,4.5
2007,5,4,1,1,1,4,125,110,4
2007,5,5,1,1,1,4,125,70,3.5
2007,5,5,1,1,1,4,103,92,3.3
2007,5,5,1,1,1,4,127,102,4
2007,5,5,1,1,1,4,128,95,3.6
2007,5,5,1,1,1,4,135,132,3.6
2007,5,5,1,1,1,4,129,93,4.1
2007,5,5,1,1,1,4,135,132,3.9
2007,5,5,1,1,1,4,133,122,4
2007,5,5,1,1,1,4,135,130,4.3
2007,5,5,1,1,1,4,125,120,3.5
2007,5,5,1,1,1,4,91,90,4.3
2007,5,5,1,1,1,4,143,139,3.7
2007,5,5,1,1,1,4,132,123,3.9
2007,5,5,1,1,1,4,125,104,4
2007,5,5,1,1,1,4,131,124,4.3
2007,5,5,1,1,1,4,112,100,3.9
2007,5,5,1,1,1,4,140,137,4.1
2007,5,5,1,1,1,4,130,95,3.8
2007,5,5,1,1,1,4,134,108,3.8
2007,5,5,1,1,1,4,132,116,3.9
2007,5,5,1,1,1,4,115,110,3.4
2007,5,5,1,1,1,4,128,124,3.4
2007,5,5,1,1,1,4,134,106,3.8
2007,5,5,1,1,1,4,122,75,3.2
2007,5,5,1,1,1,4,117,105,3.3
2007,5,5,1,1,1,4,126,112,3.7
2007,5,5,1,1,1,4,127,123,3.7
2007,5,5,1,1,1,4,120,85,3.1
2007,5,5,1,1,1,4,136,131,4.6
2007,5,5,1,1,1,4,117,45,2.9
2007,5,5,1,1,1,4,63,62,4.3
2007,5,5,1,1,1,4,130,112,3.6
2007,5,5,1,1,1,4,130,65,4.5
2007,5,5,1,1,1,4,115,55,3.4
2007,5,5,1,1,1,4,130,105,3.6
2007,5,5,1,1,1,4,130,125,3
2007,5,5,1,1,1,4,128,122,3.3
2007,5,5,1,1,1,4,116,112,3.5
2007,5,5,1,1,1,4,119,113,4.3
2007,5,5,1,1,1,4,124,113,4
2007,5,5,1,1,1,4,143,140,3.7
2007,5,5,1,1,1,4,145,136,4.2
2007,5,5,1,1,1,4,132,122,4.1
2007,5,5,1,1,1,4,55,55,3.8
2007,5,5,1,1,1,4,57,57,4.4
2007,5,5,1,1,1,4,127,84,3.1
2007,5,5,1,1,1,4,95,90,3.5
2007,5,5,1,1,1,4,130,120,4.1
2007,5,5,1,1,1,4,96,90,3.7
2007,5,5,1,1,1,4,105,102,4.2
2007,5,5,1,1,1,4,123,119,5.1
2007,5,5,1,1,1,4,138,116,4.3
2007,5,5,1,1,1,4,140,137,3.6
2007,5,5,1,1,1,4,145,142,3.6
2007,5,5,1,1,1,4,121,119,3.6
2007,5,5,1,1,1,4,137,130,3.9
2007,5,5,1,1,1,4,137,135,4.1
2007,5,5,1,1,1,4,130,116,3.3
2007,5,6,1,1,1,4,121,118,3
2007,5,6,1,1,1,4,127,114,3.7
2007,5,6,1,1,1,4,56,55,3.9
2007,5,6,1,1,1,4,127,115,4
2007,5,6,1,1,1,4,142,139,4.1
2007,5,6,1,1,1,4,133,127,3.6
2007,5,6,1,1,1,4,133,127,4.2
2007,5,6,1,1,1,4,133,127,4
2007,5,6,1,1,1,4,152,145,4.3
2007,5,6,1,1,1,4,122,108,3.5
2007,5,6,1,1,1,4,124,118,3.7
2007,5,6,1,1,1,4,118,100,3.1
2007,5,6,1,1,1,4,91,89,3.1
2007,5,6,1,1,1,4,145,141,4.1
2007,5,6,1,1,1,4,114,70,2.9
2007,5,6,1,1,1,4,136,125,3.5
2007,5,6,1,1,1,4,146,135,4
2007,5,6,1,1,1,4,138,129,3.6
2007,5,6,1,1,1,4,144,141,4.5
2007,5,6,1,1,1,4,145,135,3.7
2007,5,6,1,1,1,4,110,102,3.4
2007,5,6,1,1,1,4,132,125,4
2007,5,6,1,1,1,4,127,70,4.5
2007,5,6,1,1,1,4,116,90,3.5
2007,5,6,1,1,1,4,103,100,4.6
2007,5,6,1,1,1,4,155,140,4.4
2007,5,6,1,1,1,4,126,110,3.7
2007,5,6,1,1,1,4,123,104,3.5
2007,5,6,1,1,1,4,125,110,3.5
2007,5,6,1,1,1,4,137,122,4.2
2007,5,6,1,1,1,4,158,147,4.4
2007,5,6,1,1,1,4,118,115,4.9
2007,5,6,1,1,1,4,128,120,5
2007,5,6,1,1,1,4,165,150,4.5
2007,5,6,1,1,1,4,130,120,3.3
2007,5,6,1,1,1,4,140,130,4.2
2007,5,6,1,1,1,4,152,145,4.1
2007,5,6,1,1,1,4,119,109,3.8
2007,5,6,1,1,1,4,125,90,4.1
2007,5,6,1,1,1,4,112,102,2.9
2007,5,6,1,1,1,4,110,108,4.4
2007,5,6,1,1,1,4,99,98,2.8
2007,5,6,1,1,1,4,121,116,3.2
2007,5,6,1,1,1,4,132,129,4.2
2007,5,7,0,1,1,4,100,90,3.1
2007,5,7,0,1,1,4,101,60,3.4
2007,5,7,0,1,1,4,113,107,3.8
2007,5,7,0,1,1,4,89,88,4.4
2007,5,7,0,1,1,4,125,113,3.9
2007,5,7,0,1,1,4,117,65,2.9
2007,5,7,0,1,1,4,129,117,4.2
2007,5,7,0,1,1,4,92,78,2.7
2007,5,7,0,1,1,4,100,70,3.7
2007,5,7,0,1,1,4,92,10,3
2007,5,7,0,1,1,4,93,83,3.3
2007,5,7,0,1,1,4,112,70,4.2
2007,5,7,0,1,1,4,130,120,4.7
2007,5,7,0,1,1,4,124,116,3.8
2007,5,7,0,1,1,4,131,121,4
2007,5,7,0,1,1,4,132,127,4.3
2007,5,7,0,1,1,4,123,110,4.4
2007,5,7,0,1,1,4,116,109,4.1
2007,5,7,0,1,1,4,126,111,3.5
2007,5,7,0,1,1,4,103,87,4
2007,5,7,0,1,1,4,109,96,3.8
2007,5,7,0,1,1,4,100,89,2.8
2007,5,7,0,1,1,4,99,96,3.6
2007,5,7,0,1,1,4,140,138,4.3
2007,5,7,0,1,1,4,116,110,2.6
2007,5,7,0,1,1,4,135,120,3.9
2007,5,7,0,1,1,4,125,115,3.8
2007,5,7,0,1,1,4,87,75,3.5
2007,5,7,0,1,1,4,120,109,4.2
2007,5,7,0,1,1,4,132,122,3.7
2007,5,7,0,1,1,4,125,115,3.9
2007,5,7,0,1,1,4,137,117,4.3
2007,5,7,0,1,1,4,117,72,3.8
2007,5,7,0,1,1,4,125,109,4.2
2007,5,7,0,1,1,4,111,0,2.9
2007,5,7,0,1,1,4,75,74,4.2
2007,5,7,0,1,1,4,79,73,3.3
2007,5,7,0,1,1,4,140,119,4.1
2007,5,7,0,1,1,4,105,92,4
2007,5,7,0,1,1,4,85,84,3.1
2007,5,7,0,1,1,4,43,43,2.8
2007,5,8,0,1,1,4,133,123,3.3
2007,5,8,0,1,1,4,132,112,3.6
2007,5,8,0,1,1,4,79,78,3.9
2007,5,8,0,1,1,4,135,120,3.9
2007,5,8,0,1,1,4,135,70,3.6
2007,5,8,0,1,1,4,132,120,3.9
2007,5,8,0,1,1,4,127,120,3.8
2007,5,8,0,1,1,4,103,83,3.3
2007,5,8,0,1,1,4,121,107,3.3
2007,5,8,0,1,1,4,127,115,3.5
2007,5,8,0,1,1,4,132,122,4.2
2007,5,8,0,1,1,4,132,125,4.1
2007,5,8,0,1,1,4,113,75,4.2
2007,5,8,0,1,1,4,135,115,3.3
2007,5,8,0,1,1,4,85,84,4.5
2007,5,8,0,1,1,4,147,140,3.5
2007,5,8,0,1,1,4,118,114,3.6
2007,5,8,0,1,1,4,102,96,4.2
2007,5,8,0,1,1,4,122,105,4.1
2007,5,8,0,1,1,4,125,119,3.6
2007,5,8,0,1,1,4,122,118,3.5
2007,5,8,0,1,1,4,132,115,3.9
2007,5,8,0,1,1,4,135,125,4.5
2007,5,8,0,1,1,4,120,112,4.1
2007,5,8,0,1,1,4,146,128,4.7
2007,5,8,0,1,1,4,120,102,3.8
2007,5,8,0,1,1,4,122,98,4.1
2007,5,8,0,1,1,4,130,120,3.8
2007,5,8,0,1,1,4,130,115,4.1
2007,5,8,0,1,1,4,120,118,3.7
2007,5,8,0,1,1,4,102,92,3.5
2007,5,8,0,1,1,4,113,98,3.4
2007,5,8,0,1,1,4,81,80,3.9
2007,5,8,0,1,1,4,105,100,2.5
2007,5,8,0,1,1,4,122,115,3.5
2007,5,8,0,1,1,4,110,92,3
2007,5,8,0,1,1,4,137,120,4.1
2007,5,8,0,1,1,4,127,119,3.9
2007,5,8,0,1,1,4,125,118,3.8
2007,5,8,0,1,1,4,125,111,3.8
2007,5,8,0,1,1,4,122,108,3.6
2007,5,8,0,1,1,4,83,70,3.2
2007,5,8,0,1,1,4,107,105,3.6
2007,5,8,0,1,1,4,113,103,3.5
2007,5,8,0,1,1,4,123,90,3.7
2007,5,8,0,1,1,4,130,120,3.2
2007,5,8,0,1,1,4,130,120,3.4
2007,5,8,0,1,1,4,130,119,3.8
2007,5,8,0,1,1,4,91,89,3.7
2007,5,8,0,1,1,4,115,0,3.8
2007,5,8,0,1,1,4,82,81,4
2007,5,8,0,1,1,4,120,89,3.4
2007,5,8,0,1,1,4,117,112,3.8
2007,6,1,1,0,0,1,75,74,3.6
2007,6,1,1,0,0,1,73,73,4.1
2007,6,1,1,0,0,1,49,49,4.4
2007,6,1,1,0,0,1,78,77,4.4
2007,6,1,1,0,0,1,144,142,4.2
2007,6,1,1,0,0,1,90,83,3
2007,6,1,1,0,0,1,132,130,3.7
2007,6,1,1,0,0,1,142,136,4.1
2007,6,1,1,0,0,1,136,133,4.4
2007,6,1,1,0,0,1,131,128,4.3
2007,6,1,1,0,0,1,132,129,3.7
2007,6,1,1,0,0,1,112,108,3.7
2007,6,1,1,0,0,1,130,122,3.5
2007,6,1,1,0,0,1,131,125,3.7
2007,6,1,1,0,0,1,130,128,4.3
2007,6,1,1,0,0,1,120,118,3.8
2007,6,1,1,0,0,1,121,119,3.6
2007,6,1,1,0,0,1,65,55,2.7
2007,6,1,1,0,0,1,117,108,3.8
2007,6,1,1,0,0,1,113,108,3.6
2007,6,1,1,0,0,1,107,103,3
2007,6,1,1,0,0,1,135,132,3.6
2007,6,1,1,0,0,1,114,110,3.8
2007,6,1,1,0,0,1,138,127,4.2
2007,6,1,1,0,0,1,111,106,4.1
2007,6,1,1,0,0,1,101,98,3.9
2007,6,1,1,0,0,1,85,83,4
2007,6,1,1,0,0,1,90,88,3.2
2007,6,1,1,0,0,1,116,114,4.1
2007,6,1,1,0,0,1,113,110,2.9
2007,6,1,1,0,0,1,135,131,4.3
2007,6,1,1,0,0,1,143,140,4.4
2007,6,1,1,0,0,1,120,118,3.9
2007,6,1,1,0,0,1,119,116,4.1
2007,6,1,1,0,0,1,132,130,4
2007,6,1,1,0,0,1,126,124,3.6
2007,6,1,1,0,0,1,139,136,3.7
2007,6,1,1,0,0,1,104,102,3.4
2007,6,1,1,0,0,1,121,118,3.9
2007,6,1,1,0,0,1,90,86,4.3
2007,6,1,1,0,0,1,134,131,3.7
2007,6,1,1,0,0,1,134,131,4.2
2007,6,1,1,0,0,1,76,74,3.9
2007,6,1,1,0,0,1,113,104,2.8
2007,6,1,1,0,0,1,115,113,3.4
2007,6,1,1,0,0,1,123,120,4.2
2007,6,1,1,0,0,1,93,91,3.9
2007,6,1,1,0,0,1,136,133,4.3
2007,6,1,1,0,0,1,103,100,3.5
2007,6,1,1,0,0,1,134,132,4.3
2007,6,1,1,0,0,1,138,136,3.9
2007,6,1,1,0,0,1,136,133,4.3
2007,6,1,1,0,0,1,137,135,4.1
2007,6,1,1,0,0,1,130,128,4.2
2007,6,1,1,0,0,1,132,130,3.8
2007,6,1,1,0,0,1,105,102,3.8
2007,6,1,1,0,0,1,125,122,4.4
2007,6,1,1,0,0,1,145,143,4.2
2007,6,1,1,0,0,1,101,99,3.4
2007,6,1,1,0,0,1,89,85,2.6
2007,6,1,1,0,0,1,122,120,3.9
2007,6,2,1,0,0,1,49,49,2.9
2007,6,2,1,0,0,1,76,60,3
2007,6,2,1,0,0,1,97,95,4.3
2007,6,2,1,0,0,1,97,96,4.6
2007,6,2,1,0,0,1,132,129,4
2007,6,2,1,0,0,1,121,119,4.2
2007,6,2,1,0,0,1,135,133,4.3
2007,6,2,1,0,0,1,110,107,3.3
2007,6,2,1,0,0,1,131,128,3.9
2007,6,2,1,0,0,1,130,127,4.4
2007,6,2,1,0,0,1,102,100,2.9
2007,6,2,1,0,0,1,130,122,3.7
2007,6,2,1,0,0,1,106,103,4.3
2007,6,2,1,0,0,1,113,110,3.6
2007,6,2,1,0,0,1,132,130,4.6
2007,6,2,1,0,0,1,100,88,2.3
2007,6,2,1,0,0,1,135,133,4.1
2007,6,2,1,0,0,1,121,118,3.9
2007,6,2,1,0,0,1,130,128,3.2
2007,6,2,1,0,0,1,103,97,3.6
2007,6,2,1,0,0,1,129,115,4.2
2007,6,2,1,0,0,1,85,85,4.9
2007,6,2,1,0,0,1,115,110,4.3
2007,6,2,1,0,0,1,108,103,4.1
2007,6,2,1,0,0,1,98,95,3.7
2007,6,2,1,0,0,1,130,126,3.7
2007,6,2,1,0,0,1,138,134,4.9
2007,6,2,1,0,0,1,128,124,4.5
2007,6,2,1,0,0,1,103,95,4.1
2007,6,2,1,0,0,1,140,117,4.4
2007,6,2,1,0,0,1,130,125,4.2
2007,6,2,1,0,0,1,118,114,3.4
2007,6,2,1,0,0,1,93,90,3.6
2007,6,2,1,0,0,1,128,125,3.4
2007,6,2,1,0,0,1,64,64,4.3
2007,6,2,1,0,0,1,118,115,3.4
2007,6,2,1,0,0,1,133,131,3.8
2007,6,2,1,0,0,1,143,138,4
2007,6,2,1,0,0,1,124,121,4.1
2007,6,2,1,0,0,1,110,108,4
2007,6,2,1,0,0,1,130,126,3.3
2007,6,2,1,0,0,1,123,120,3.6
2007,6,2,1,0,0,1,124,120,3.5
2007,6,2,1,0,0,1,122,119,3.6
2007,6,2,1,0,0,1,121,118,3.9
2007,6,2,1,0,0,1,124,122,3.9
2007,6,2,1,0,0,1,129,126,4.1
2007,6,2,1,0,0,1,121,118,3.9
2007,6,3,1,0,0,1,112,110,4.4
2007,6,3,1,0,0,1,114,108,3.9
2007,6,3,1,0,0,1,126,122,4
2007,6,3,1,0,0,1,133,126,4.5
2007,6,3,1,0,0,1,131,128,4.1
2007,6,3,1,0,0,1,101,76,3.6
2007,6,3,1,0,0,1,125,118,4.3
2007,6,3,1,0,0,1,137,132,4.1
2007,6,3,1,0,0,1,139,135,5
2007,6,3,1,0,0,1,111,108,4.4
2007,6,3,1,0,0,1,36,36,3.7
2007,6,3,1,0,0,1,122,108,3.6
2007,6,3,1,0,0,1,120,104,3.2
2007,6,3,1,0,0,1,136,128,4
2007,6,3,1,0,0,1,141,137,4.2
2007,6,3,1,0,0,1,115,110,3.6
2007,6,3,1,0,0,1,133,130,3.7
2007,6,3,1,0,0,1,108,105,4.5
2007,6,3,1,0,0,1,136,130,4.4
2007,6,3,1,0,0,1,105,103,4
2007,6,3,1,0,0,1,114,109,3.2
2007,6,3,1,0,0,1,139,137,3.7
2007,6,3,1,0,0,1,125,122,5.2
2007,6,3,1,0,0,1,80,80,4.7
2007,6,3,1,0,0,1,126,118,4.2
2007,6,3,1,0,0,1,43,43,3.9
2007,6,3,1,0,0,1,56,56,3.7
2007,6,3,1,0,0,1,127,123,3.8
2007,6,3,1,0,0,1,128,125,3.7
2007,6,3,1,0,0,1,140,130,4.4
2007,6,3,1,0,0,1,126,122,3.4
2007,6,3,1,0,0,1,139,136,4.4
2007,6,3,1,0,0,1,126,122,4.7
2007,6,3,1,0,0,1,127,124,3.9
2007,6,3,1,0,0,1,122,119,4.6
2007,6,3,1,0,0,1,121,116,4
2007,6,3,1,0,0,1,103,95,4
2007,6,3,1,0,0,1,117,105,4
2007,6,3,1,0,0,1,122,118,3.5
2007,6,3,1,0,0,1,141,139,4.6
2007,6,3,1,0,0,1,112,109,4
2007,6,3,1,0,0,1,106,103,2.9
2007,6,3,1,0,0,1,104,101,2.9
2007,6,3,1,0,0,1,131,123,2.8
2007,6,3,1,0,0,1,128,125,3.7
2007,6,3,1,0,0,1,100,97,3.9
2007,6,3,1,0,0,1,138,132,4.1
2007,6,3,1,0,0,1,133,128,4.1
2007,6,3,1,0,0,1,127,124,3.8
2007,6,3,1,0,0,1,130,117,4.1
2007,6,3,1,0,0,1,107,103,3.1
2007,6,3,1,0,0,1,122,117,1.6
2007,6,3,1,0,0,1,102,98,3.7
2007,6,3,1,0,0,1,97,86,3.7
2007,6,3,1,0,0,1,122,110,4.1
2007,6,3,1,0,0,1,139,116,5.2
2007,6,3,1,0,0,1,128,125,4
2007,6,3,1,0,0,1,117,90,3.9
2007,6,3,1,0,0,1,84,83,3.4
2007,6,4,1,0,0,1,53,53,3.2
2007,6,4,1,0,0,1,130,117,4.1
2007,6,4,1,0,0,1,108,97,3.8
2007,6,4,1,0,0,1,33,28,3.7
2007,6,4,1,0,0,1,140,76,4.8
2007,6,4,1,0,0,1,139,137,4.2
2007,6,4,1,0,0,1,137,135,4.3
2007,6,4,1,0,0,1,50,50,5.3
2007,6,4,1,0,0,1,48,48,3.1
2007,6,4,1,0,0,1,70,70,4.9
2007,6,4,1,0,0,1,73,73,4.4
2007,6,4,1,0,0,1,117,107,2.9
2007,6,4,1,0,0,1,131,129,3.8
2007,6,4,1,0,0,1,125,113,4.5
2007,6,4,1,0,0,1,128,124,4
2007,6,4,1,0,0,1,132,122,3.8
2007,6,4,1,0,0,1,114,111,3.8
2007,6,4,1,0,0,1,124,119,3.8
2007,6,4,1,0,0,1,137,133,4.5
2007,6,4,1,0,0,1,138,132,4.2
2007,6,4,1,0,0,1,140,130,4
2007,6,4,1,0,0,1,98,75,3.7
2007,6,4,1,0,0,1,105,96,3.3
2007,6,4,1,0,0,1,60,60,4.2
2007,6,4,1,0,0,1,105,103,3.3
2007,6,4,1,0,0,1,108,103,3.3
2007,6,4,1,0,0,1,120,118,3.8
2007,6,4,1,0,0,1,134,119,4.3
2007,6,4,1,0,0,1,130,120,4.5
2007,6,4,1,0,0,1,125,123,4
2007,6,4,1,0,0,1,99,94,4.3
2007,6,4,1,0,0,1,104,92,3.4
2007,6,4,1,0,0,1,63,63,4.5
2007,6,4,1,0,0,1,132,129,4.5
2007,6,4,1,0,0,1,125,121,3.5
2007,6,4,1,0,0,1,115,93,4.2
2007,6,4,1,0,0,1,140,137,4.3
2007,6,4,1,0,0,1,72,72,4.5
2007,6,4,1,0,0,1,133,122,4.1
2007,6,4,1,0,0,1,104,98,3.6
2007,6,4,1,0,0,1,98,92,4.8
2007,6,4,1,0,0,1,117,110,3.5
2007,6,4,1,0,0,1,117,114,3.6
2007,6,4,1,0,0,1,126,122,3.8
2007,6,4,1,0,0,1,124,122,4.2
2007,6,4,1,0,0,1,113,110,3.2
2007,6,4,1,0,0,1,129,127,4.1
2007,6,4,1,0,0,1,133,130,3.9
2007,6,4,1,0,0,1,106,100,2.6
2007,6,5,1,0,0,1,55,55,4.2
2007,6,5,1,0,0,1,139,136,4
2007,6,5,1,0,0,1,132,129,3.5
2007,6,5,1,0,0,1,88,88,4
2007,6,5,1,0,0,1,102,97,3.8
2007,6,5,1,0,0,1,133,130,4.3
2007,6,5,1,0,0,1,110,100,3.7
2007,6,5,1,0,0,1,104,80,3.3
2007,6,5,1,0,0,1,134,132,3.8
2007,6,5,1,0,0,1,121,118,4.1
2007,6,5,1,0,0,1,114,113,3.6
2007,6,5,1,0,0,1,134,132,4
2007,6,5,1,0,0,1,109,105,3.3
2007,6,5,1,0,0,1,127,125,3.4
2007,6,5,1,0,0,1,124,121,3.3
2007,6,5,1,0,0,1,125,122,3
2007,6,5,1,0,0,1,117,109,3
2007,6,5,1,0,0,1,56,56,3.3
2007,6,5,1,0,0,1,107,92,3.5
2007,6,5,1,0,0,1,118,118,5.7
2007,6,5,1,0,0,1,101,99,2.8
2007,6,5,1,0,0,1,120,102,3.4
2007,6,5,1,0,0,1,93,30,2.2
2007,6,5,1,0,0,1,118,110,4.8
2007,6,5,1,0,0,1,120,112,3.1
2007,6,5,1,0,0,1,135,132,4.2
2007,6,5,1,0,0,1,83,81,3.6
2007,6,5,1,0,0,1,124,105,3.5
2007,6,5,1,0,0,1,102,99,3.6
2007,6,5,1,0,0,1,138,135,4.6
2007,6,5,1,0,0,1,137,134,3.8
2007,6,5,1,0,0,1,123,120,3.3
2007,6,5,1,0,0,1,98,89,2.5
2007,6,5,1,0,0,1,121,118,4
2007,6,5,1,0,0,1,121,119,3.9
2007,6,5,1,0,0,1,125,0,3.6
2007,6,5,1,0,0,1,129,128,4.3
2007,6,5,1,0,0,1,126,112,4
2007,6,5,1,0,0,1,72,72,3.8
2007,6,5,1,0,0,1,128,126,4.1
2007,6,5,1,0,0,1,112,108,3.4
2007,6,5,1,0,0,1,106,90,3
2007,6,5,1,0,0,1,119,112,3.7
2007,6,5,1,0,0,1,133,130,3.3
2007,6,5,1,0,0,1,80,79,3.5
2007,6,5,1,0,0,1,123,100,3.9
2007,6,5,1,0,0,1,95,90,2.9
2007,6,5,1,0,0,1,127,115,3
2007,6,6,1,0,0,1,95,91,3.2
2007,6,6,1,0,0,1,131,130,4
2007,6,6,1,0,0,1,120,108,3.8
2007,6,6,1,0,0,1,129,126,3.6
2007,6,6,1,0,0,1,114,111,3.9
2007,6,6,1,0,0,1,114,113,3.4
2007,6,6,1,0,0,1,136,133,3.8
2007,6,6,1,0,0,1,108,105,3.2
2007,6,6,1,0,0,1,118,115,3.5
2007,6,6,1,0,0,1,136,133,3.9
2007,6,6,1,0,0,1,103,95,2.8
2007,6,6,1,0,0,1,119,109,3.9
2007,6,6,1,0,0,1,117,113,3.9
2007,6,6,1,0,0,1,108,80,3.4
2007,6,6,1,0,0,1,131,130,3.4
2007,6,6,1,0,0,1,117,114,3.7
2007,6,6,1,0,0,1,105,100,4
2007,6,6,1,0,0,1,102,93,3
2007,6,6,1,0,0,1,137,135,3.9
2007,6,6,1,0,0,1,125,123,3.8
2007,6,6,1,0,0,1,155,152,4.3
2007,6,6,1,0,0,1,133,130,3.8
2007,6,6,1,0,0,1,142,140,3.6
2007,6,6,1,0,0,1,93,91,3.5
2007,6,6,1,0,0,1,107,105,3.4
2007,6,6,1,0,0,1,121,118,3.7
2007,6,6,1,0,0,1,149,145,4.4
2007,6,6,1,0,0,1,125,100,4
2007,6,6,1,0,0,1,150,142,4.1
2007,6,6,1,0,0,1,122,120,4
2007,6,6,1,0,0,1,118,114,3.7
2007,6,6,1,0,0,1,130,129,3.5
2007,6,6,1,0,0,1,107,104,3.6
2007,6,6,1,0,0,1,110,108,3.3
2007,6,6,1,0,0,1,122,119,4
2007,6,6,1,0,0,1,100,95,3.7
2007,6,6,1,0,0,1,117,105,3.4
2007,6,6,1,0,0,1,120,105,3.7
2007,6,6,1,0,0,1,112,108,3.6
2007,6,6,1,0,0,1,113,110,3.6
2007,6,6,1,0,0,1,122,115,3.6
2007,6,6,1,0,0,1,98,95,3.3
2007,6,6,1,0,0,1,105,85,2.9
2007,6,6,1,0,0,1,115,111,3.9
2007,6,6,1,0,0,1,130,128,3.8
2007,6,6,1,0,0,1,124,119,3.3
2007,6,6,1,0,0,1,135,133,3.6
2007,6,6,1,0,0,1,115,108,3.3
2007,6,6,1,0,0,1,133,127,3.7
2007,6,6,1,0,0,1,118,115,3.7
2007,6,7,0,0,0,1,90,54,3.6
2007,6,7,0,0,0,1,87,85,4
2007,6,7,0,0,0,1,142,128,4
2007,6,7,0,0,0,1,122,110,3.4
2007,6,7,0,0,0,1,125,102,4.5
2007,6,7,0,0,0,1,132,122,3.9
2007,6,7,0,0,0,1,121,112,4.2
2007,6,7,0,0,0,1,125,95,3.9
2007,6,7,0,0,0,1,85,85,4.2
2007,6,7,0,0,0,1,131,119,3.5
2007,6,7,0,0,0,1,104,70,3.3
2007,6,7,0,0,0,1,95,50,3.1
2007,6,7,0,0,0,1,138,110,4.6
2007,6,7,0,0,0,1,112,95,3.6
2007,6,7,0,0,0,1,104,0,2.7
2007,6,7,0,0,0,1,129,127,3.9
2007,6,7,0,0,0,1,105,40,2.7
2007,6,7,0,0,0,1,118,110,3.7
2007,6,7,0,0,0,1,115,105,3.8
2007,6,7,0,0,0,1,134,105,3.9
2007,6,7,0,0,0,1,102,95,3.8
2007,6,7,0,0,0,1,110,95,3.2
2007,6,7,0,0,0,1,120,90,4
2007,6,7,0,0,0,1,108,65,2.7
2007,6,7,0,0,0,1,55,55,3.6
2007,6,7,0,0,0,1,101,99,3.8
2007,6,7,0,0,0,1,77,75,3.9
2007,6,7,0,0,0,1,127,105,4.1
2007,6,7,0,0,0,1,116,101,3.6
2007,6,7,0,0,0,1,102,77,3.8
2007,6,7,0,0,0,1,119,107,3.8
2007,6,7,0,0,0,1,125,99,3.7
2007,6,7,0,0,0,1,102,50,3
2007,6,7,0,0,0,1,92,91,4.1
2007,6,8,0,0,0,1,120,108,4.2
2007,6,8,0,0,0,1,110,95,4.3
2007,6,8,0,0,0,1,127,103,4.2
2007,6,8,0,0,0,1,102,100,4.4
2007,6,8,0,0,0,1,120,105,5.1
2007,6,8,0,0,0,1,130,100,4.4
2007,6,8,0,0,0,1,120,105,4.8
2007,6,8,0,0,0,1,132,120,4.7
2007,6,8,0,0,0,1,131,110,4.5
2007,6,8,0,0,0,1,104,88,4
2007,6,8,0,0,0,1,96,0,3.6
2007,6,8,0,0,0,1,130,110,4.2
2007,6,8,0,0,0,1,155,122,4.3
2007,6,8,0,0,0,1,137,125,4.2
2007,6,8,0,0,0,1,97,95,4.5
2007,6,8,0,0,0,1,123,114,3.7
2007,6,8,0,0,0,1,139,121,4.6
2007,6,8,0,0,0,1,128,112,3.9
2007,6,8,0,0,0,1,131,110,3.8
2007,6,8,0,0,0,1,145,130,4.3
2007,6,8,0,0,0,1,141,130,4.2
2007,6,8,0,0,0,1,107,106,4.8
2007,6,8,0,0,0,1,121,10,3.9
2007,6,8,0,0,0,1,146,135,4.9
2007,6,8,0,0,0,1,135,130,4.4
2007,6,8,0,0,0,1,137,115,4.3
2007,6,8,0,0,0,1,120,70,3.8
2007,6,8,0,0,0,1,113,101,3.9
2007,6,8,0,0,0,1,122,107,3.8
2007,6,8,0,0,0,1,137,122,3.6
2007,6,8,0,0,0,1,135,125,3.9
2007,6,8,0,0,0,1,144,120,3.8
2007,6,8,0,0,0,1,107,0,3.3
2007,6,8,0,0,0,1,127,98,4.4
2007,6,8,0,0,0,1,118,100,3.4
2007,6,8,0,0,0,1,139,120,3.7
2007,6,8,0,0,0,1,121,99,3.7
2007,6,8,0,0,0,1,106,105,4.7
